,delta_cost,delta_reward
126,0.0029875577408557726,0.00036854274243954764
127,0.0030108737675939093,0.0003721422082788171
128,0.0030330368797554484,0.0003342673157493736
129,0.003057360576010578,0.00035226464494572093
130,0.0030797364856803393,0.00035946357662425976
131,0.003106262420940673,0.00035946357662425976
132,0.0031291888903617407,0.00035946357662425976
133,0.0031521153597828012,0.0003630630424635292
134,0.0031741017121354916,0.0003630630424635292
135,0.0031996875303274518,0.0003630630424635292
136,0.003222613999748516,0.0003630630424635292
137,0.0032480388155062476,0.00037026197414206816
138,0.0032696356105418635,0.00037026197414206816
139,0.0032948318714167493,0.00037026197414206816
140,0.0033162676640181403,0.0003774609058206071
141,0.003341463924893026,0.00038106037165987655
142,0.003366660185767912,0.00038106037165987655
143,0.003388256980803528,0.00038106037165987655
